VID,"videoInfo.videoError: Descending","Unique count of vid",errors
"141,857",4,1,1
"142,037",3,1,1
"142,037",4,1,1
"142,202",3,1,2
"142,236",4,1,2
"142,410",4,1,1
"142,788",3,1,1
"142,823",4,1,1
"142,825",4,1,3
"142,830",4,1,1
"143,115",4,1,2
"143,180",4,1,2
"143,436",4,1,1
"143,441",4,1,2
"143,676",3,1,1
"143,699",3,1,3
"143,699",4,1,2
"143,810",4,1,2
"143,813",3,1,1
"144,174",3,1,1
"144,573",3,1,1
"144,573",4,1,2
"144,620",3,1,1
"144,738",4,1,2
"144,751",4,1,1
"145,173",3,1,1
"145,213",3,1,1
"145,288",3,1,1
"145,416",3,1,2
"145,666",4,1,2
"145,968",3,1,1
"146,035",3,1,4
"146,036",4,1,1
"146,079",4,1,1
"146,293",4,1,1
"146,767",3,1,1
"146,767",4,1,1
"146,800",4,1,2
"146,837",4,1,2
"146,838",4,1,1
"146,954",4,1,1
"146,994",3,1,1
"147,142",4,1,14
"147,178",4,1,1
"147,328",4,1,2
"147,675",4,1,1
"147,904",4,1,1
"148,072",4,1,1
"148,202",3,1,1
"148,371",3,1,2
"148,371",4,1,5
"148,388",3,1,1
"148,540",4,1,1
"148,627",4,1,2
"148,711",3,1,1
"148,925",3,1,1
"149,204",4,1,1
"149,345",3,1,1
"149,484",4,1,1
"150,618",4,1,5
"151,009",3,1,1
"151,011",4,1,1
"151,050",3,1,1
"151,181",4,1,1
"151,186",4,1,5
"151,368",3,1,1
"151,450",4,1,1
"151,851",3,1,2
"151,851",4,1,1
"151,894",3,1,1
"152,026",4,1,1
"152,064",4,1,1
"152,146",4,1,1
"152,286",3,1,1
"152,289",4,1,1
"152,420",3,1,1
"153,058",4,1,1
"153,068",4,1,1
"153,141",4,1,1
"153,151",4,1,1
"153,229",4,1,1
"153,241",4,1,1
"153,931",4,1,1
"153,953",4,1,1
"154,066",4,1,1
"154,121",3,1,1
"154,161",4,1,1
"154,190",4,1,1
"154,212",4,1,1
"154,417",3,1,1
"154,438",4,1,3
"154,656",4,1,1
"155,190",4,1,1
"155,230",4,1,1
"155,478",4,1,1
"155,491",4,1,1
"155,512",4,1,1
"155,722",4,1,1
"155,937",3,1,1
"155,955",4,1,1
"155,956",4,1,1
"156,060",4,1,2
"156,240",4,1,1
"157,057",3,1,1
"157,194",4,1,2
"157,393",4,1,1
"157,993",4,1,1
"158,245",3,1,1
"158,315",4,1,2
"158,317",4,1,2
"158,318",4,1,3
"158,342",3,1,1
"158,342",4,1,1
"158,455",3,1,1
"158,455",4,1,1
"158,668",4,1,1
"158,673",3,1,1
"158,864",3,1,1
"158,864",4,1,2
"158,979",4,1,1
"159,314",4,1,1
"160,288",4,1,1
"160,298",4,1,1
"161,043",3,1,1
"161,214",4,1,1
"161,571",4,1,1
"161,578",4,1,1
"161,701",3,1,1
"161,990",4,1,1
"162,012",3,1,1
"162,012",4,1,2
"162,092",3,1,4
"162,119",4,1,1
"162,206",3,1,1
"162,209",4,1,1
"162,218",3,1,5
"162,218",4,1,8
"162,366",3,1,1
"162,440",3,1,1
"162,777",4,1,1
"162,859",3,1,1
"162,866",4,1,1
"163,325",3,1,3
"163,325",4,1,3
"163,554",4,1,1
"163,593",3,1,1
"163,648",3,1,2
"163,648",4,1,2
"163,693",3,1,1
"163,693",4,1,1
"163,742",4,1,1
"163,757",4,1,1
"163,762",3,1,1
"163,762",4,1,1
"164,384",3,1,1
"164,448",4,1,1
"164,559",3,1,1
"164,559",4,1,1
"164,597",3,1,2
"164,597",4,1,1
"164,599",3,1,1
"164,710",3,1,1
"164,776",4,1,1
"164,777",4,1,1
"164,837",4,1,1
"164,938",4,1,1
"164,949",4,1,1
"164,952",4,1,1
"165,146",4,1,1
"165,337",3,1,1
"165,356",4,1,1
"165,379",4,1,1
"165,402",4,1,1
"165,548",4,1,1
"165,628",4,1,1
"165,731",4,1,1
"165,790",4,1,3
"165,821",4,1,1
"165,942",4,1,1
"166,067",4,1,1
"166,205",4,1,1
"166,283",4,1,1
"166,312",4,1,2
"166,337",4,1,1
"166,416",4,1,2
"166,517",4,1,1
"166,563",3,1,1
"166,563",4,1,2
"166,689",3,1,1
"167,254",4,1,8
"167,814",3,1,1
"168,173",4,1,1
"168,342",4,1,1
"168,352",4,1,1
"168,509",3,1,1
"168,647",4,1,1
"168,688",3,1,1
"168,980",4,1,1
"169,099",4,1,1
"169,122",4,1,1
"169,447",4,1,1
"169,484",4,1,1
"169,489",4,1,1
"169,576",4,1,1
"169,585",3,1,1
"169,874",4,1,3
"169,927",4,1,3
"170,177",4,1,2
"170,288",4,1,1
"170,369",3,1,2
"170,918",4,1,2
"171,061",4,1,1
"171,410",4,1,1
"171,598",3,1,2
"171,631",4,1,1
"171,636",4,1,1
"171,696",4,1,1
"171,736",4,1,6
"171,742",4,1,1
"172,003",4,1,1
"172,108",3,1,1
"172,175",4,1,1
"172,176",3,1,4
"172,213",4,1,2
"172,361",4,1,1
"172,390",3,1,1
"172,426",4,1,1
"172,546",3,1,11
"172,546",4,1,1
"172,613",4,1,1
"172,839",3,1,1
"172,856",4,1,1
"172,898",4,1,2
"173,091",4,1,1
"173,105",4,1,13
"173,384",3,1,1
"173,384",4,1,11
"173,560",4,1,1
"173,852",4,1,1
"173,965",3,1,1
"174,258",4,1,1
"174,289",3,1,1
"174,334",4,1,2
"174,478",3,1,19
"174,524",4,1,1
"174,550",4,1,1
"174,556",4,1,1
"174,654",3,1,1
"174,739",4,1,6
"174,950",4,1,1
"175,041",4,1,87
"175,042",3,1,1
"175,103",4,1,2
"175,230",3,1,1
"175,291",4,1,3
"175,341",4,1,1
"175,342",4,1,1
"175,472",3,1,2
"175,684",4,1,4
"175,727",3,1,1
"175,727",4,1,1
"175,862",3,1,1
"175,967",4,1,1
"176,110",3,1,3
"176,133",4,1,1
"176,303",4,1,1
"176,477",4,1,2
"176,638",4,1,2
"176,720",4,1,2
"176,872",3,1,1
"176,876",3,1,2
"176,914",3,1,1
"177,134",3,1,1
"177,148",3,1,1
"177,297",4,1,1
"177,403",3,1,1
"177,572",3,1,1
"177,574",4,1,1
"177,597",3,1,1
"177,620",3,1,1
"177,690",3,1,1
"177,690",4,1,8
"177,760",3,1,1
"177,760",4,1,1
"177,768",3,1,1
"177,770",4,1,4
"177,999",4,1,1
"178,311",4,1,1
"178,319",4,1,1
"178,342",4,1,1
"178,343",4,1,1
"178,374",4,1,1
"178,447",3,1,1
"178,560",4,1,3
"178,583",4,1,4
"178,746",4,1,2
"178,779",4,1,1
"178,890",4,1,1
"178,989",4,1,2
"179,102",4,1,1
"179,183",4,1,1
"179,203",3,1,2
"179,265",4,1,1
"179,344",4,1,1
"179,479",4,1,1
"179,632",3,1,1
"180,020",4,1,1
"180,030",3,1,1
"180,306",3,1,1
"180,306",4,1,1
"180,350",4,1,4
"180,458",4,1,2
"180,488",4,1,1
"180,711",4,1,1
"180,736",4,1,1
"180,791",4,1,1
"180,986",3,1,1
"181,055",4,1,1
"181,323",3,1,4
"181,358",4,1,1
"181,476",3,1,1
"181,686",4,1,1
"181,863",3,1,1
"181,941",4,1,1
"182,107",3,1,1
"182,151",4,1,1
"182,171",3,1,4
"182,171",4,1,2
"182,258",4,1,3
"182,261",3,1,16
"182,261",4,1,4
"182,368",4,1,1
"182,473",4,1,1
"182,485",3,1,1
"182,490",4,1,1
"182,508",3,1,1
"182,653",4,1,2
"182,751",4,1,1
"182,804",4,1,1
"182,970",3,1,7
"182,970",4,1,3
"182,999",3,1,1
"183,007",4,1,1
"183,044",3,1,4
"183,044",4,1,1
"183,180",4,1,1
"183,370",3,1,1
"183,383",3,1,1
"183,586",4,1,1
"183,589",3,1,1
"183,980",4,1,1
"184,114",3,1,1
"184,176",4,1,2
"184,187",3,1,4
"184,478",3,1,1
"184,478",4,1,1
"184,622",4,1,1
"184,813",4,1,1
"184,822",4,1,5
"184,842",3,1,3
"184,854",3,1,1
"184,879",3,1,1
"184,913",4,1,1
"185,179",3,1,1
"185,275",3,1,1
"185,293",4,1,1
"185,320",4,1,1
"185,381",4,1,2
"185,383",4,1,1
"185,392",4,1,1
"185,597",4,1,7
"185,703",4,1,2
"185,733",4,1,1
"185,736",3,1,1
"185,751",4,1,2
"185,771",3,1,1
"185,813",3,1,1
"185,896",3,1,1
"186,052",4,1,1
"186,241",3,1,122
"186,241",4,1,2
"186,388",4,1,1
"186,402",4,1,5
"186,415",4,1,1
"186,427",4,1,2
"186,491",4,1,1
"186,695",4,1,1
"186,737",4,1,1
"186,758",3,1,1
"186,758",4,1,2
"186,782",4,1,1
"186,801",4,1,1
"186,806",4,1,1
"186,821",3,1,1
"186,839",4,1,2
"186,869",3,1,2
"186,869",4,1,3
"186,875",3,1,3
"186,913",3,1,2
"187,021",3,1,1
"187,141",4,1,1
"187,479",4,1,21
"187,634",4,1,1
"187,682",4,1,3
"188,080",3,1,1
"188,511",4,1,10
"188,646",4,1,1
"188,651",4,1,1
"188,730",3,1,2
"189,025",3,1,1
"189,285",3,1,32
"189,392",3,1,1
"189,581",3,1,1
"190,302",4,1,1
"190,341",4,1,1
"190,506",3,1,1
"190,699",4,1,1
"190,717",4,1,1
"190,801",4,1,1
"191,712",4,1,1
"191,778",3,1,1
"191,778",4,1,6
"192,276",3,1,1
"192,501",3,1,1
"192,646",4,1,1
"192,665",4,1,11
"192,747",4,1,1
"195,424",3,1,1
"195,552",3,1,1
"195,552",4,1,7
"195,815",4,1,1
"195,856",4,1,1
"195,873",3,1,1
"196,153",3,1,1
"196,165",4,1,1
"196,267",3,1,1
"196,495",4,1,1
"196,500",4,1,1
"196,537",4,1,1
"196,544",3,1,1
"196,611",4,1,6
"196,656",4,1,2
"196,703",4,1,4
"196,730",4,1,12
"196,731",4,1,3
"196,743",4,1,2
"196,744",4,1,6
"196,885",3,1,1
"197,091",4,1,4
"197,102",3,1,1
"197,103",4,1,24
"197,325",4,1,1
"197,374",4,1,1
"197,479",4,1,1
"197,480",3,1,2
"197,488",3,1,1
"197,527",4,1,1
"197,539",4,1,15
"197,552",4,1,1
"197,583",3,1,1
"197,606",4,1,3
"197,619",4,1,1
"197,809",4,1,1
"197,904",4,1,1
"198,062",4,1,1
"198,079",4,1,1
"198,088",3,1,1
"198,236",3,1,2
"198,492",3,1,1
"198,542",3,1,1
"198,590",3,1,5
"198,590",4,1,3
"198,594",4,1,1
"198,942",3,1,1
"199,107",4,1,1
"199,166",4,1,1
"199,196",4,1,1
"199,217",4,1,1
"199,331",3,1,1
"199,340",4,1,1
"199,459",4,1,1
"199,564",3,1,1
"199,682",4,1,1
"199,740",4,1,5
"199,936",4,1,1
"200,004",3,1,2
"200,004",4,1,1
"200,033",3,1,1
"200,061",4,1,3
"200,100",3,1,10
"200,100",4,1,15
"200,148",3,1,1
"200,148",4,1,1
"200,161",3,1,1
"200,363",4,1,1
"200,379",4,1,1
"200,748",4,1,1
"201,010",4,1,1
"201,052",4,1,1
"201,328",4,1,1
"201,407",4,1,1
"201,459",4,1,32
"201,560",3,1,1
"201,560",4,1,1
"201,659",4,1,1
"202,188",4,1,4
"202,287",4,1,1
"202,366",3,1,1
"202,382",4,1,1
"203,399",4,1,1
"203,455",3,1,3
"204,065",4,1,1
"204,191",4,1,2
"204,282",3,1,1
"204,630",4,1,1
"204,695",4,1,1
"205,813",4,1,1
"205,820",4,1,2
"206,065",4,1,1
"206,103",4,1,2
"206,149",4,1,1
"206,323",4,1,1
"206,499",4,1,4
"206,691",3,1,2
"206,825",3,1,2
"207,020",4,1,1
"207,074",4,1,1
"207,081",4,1,9
"207,120",4,1,1
"207,423",3,1,3
"207,423",4,1,1
"207,589",3,1,1
"207,994",4,1,1
"208,007",4,1,1
"208,120",4,1,1
"208,205",3,1,3
"208,235",4,1,5
"208,254",3,1,1
"208,395",4,1,1
"208,819",4,1,2
"208,940",4,1,1
"209,125",4,1,1
"209,982",4,1,1
"210,149",4,1,1
"210,291",4,1,1
"210,322",4,1,1
"210,340",4,1,1
"210,342",4,1,1
"210,343",4,1,1
"210,856",4,1,1
"210,932",3,1,1
"210,937",3,1,1
"210,943",3,1,1
"211,091",4,1,10
"211,336",4,1,1
"211,527",4,1,1
"211,581",3,1,2
"211,847",4,1,2
"212,123",4,1,1
"212,305",3,1,1
"212,741",4,1,5
"212,771",3,1,1
"212,847",3,1,1
"212,847",4,1,2
"213,233",3,1,1
"213,425",3,1,1
"213,905",3,1,1
"213,906",4,1,1
"214,806",3,1,2
"214,836",4,1,1
"214,861",3,1,1
"214,928",4,1,2
"215,121",3,1,2
"215,121",4,1,7
"215,140",4,1,1
"215,268",4,1,1
"215,493",4,1,2
"215,569",4,1,1
"215,699",3,1,5
"215,825",4,1,1
"216,033",4,1,1
"216,218",4,1,3
"216,219",4,1,1
"216,523",4,1,1
"216,587",4,1,1
"216,635",3,1,10
"216,635",4,1,29
"216,755",4,1,3
"216,784",4,1,1
"216,799",4,1,1
"216,801",4,1,1
"216,863",3,1,1
"216,867",4,1,32
"216,890",3,1,2
"216,890",4,1,1
"216,891",3,1,1
"216,894",3,1,3
"216,894",4,1,5
"216,896",3,1,1
"216,896",4,1,1
"216,912",3,1,1
"216,915",4,1,1
"216,916",3,1,1
"216,916",4,1,1
"216,919",3,1,1
"216,952",3,1,1
"216,952",4,1,1
"216,975",3,1,6
"216,975",4,1,5
"217,750",4,1,1
"217,936",4,1,1
"217,964",4,1,1
"218,396",4,1,1
"218,545",4,1,2
"218,649",4,1,2
"218,674",4,1,1
"218,912",4,1,1
"219,136",4,1,1
"219,139",4,1,2
"219,162",4,1,1
"219,235",3,1,1
"219,235",4,1,1
"219,466",4,1,1
"219,489",3,1,1
"219,543",4,1,1
"220,042",4,1,2
"220,074",3,1,1
"220,099",3,1,3
"220,112",4,1,1
"220,347",3,1,1
"220,351",4,1,1
"220,420",3,1,1
"220,420",4,1,1
"220,423",3,1,3
"220,423",4,1,5
"220,469",4,1,1
"220,538",3,1,2
"220,538",4,1,3
"220,670",3,1,3
"220,689",4,1,3
"220,735",4,1,2
"220,836",4,1,1
"220,911",4,1,1
"221,283",4,1,2
"221,510",4,1,1
"221,588",4,1,1
"221,628",3,1,1
"221,757",4,1,1
"221,808",4,1,2
"222,040",4,1,1
"222,536",4,1,1
"222,680",3,1,1
"222,684",4,1,2
"222,694",4,1,3
"222,856",3,1,1
"223,045",4,1,1
"223,190",3,1,1
"223,468",4,1,2
"224,039",3,1,1
"224,040",4,1,1
"224,118",4,1,1
"224,205",3,1,1
"224,208",4,1,1
"224,210",3,1,1
"224,211",4,1,1
"224,213",4,1,1
"224,215",4,1,23
"224,234",3,1,2
"224,234",4,1,1
"224,503",3,1,1
"225,254",4,1,1
"225,370",4,1,1
"225,401",4,1,1
"225,701",3,1,1
"225,985",4,1,1
"226,379",4,1,2
"226,405",3,1,9
"226,716",4,1,1
"226,915",4,1,2
"226,927",4,1,1
"226,933",4,1,1
"227,049",3,1,1
"227,698",4,1,1
"227,958",4,1,1
"228,040",3,1,1
"228,045",4,1,1
"228,273",4,1,1
"228,623",4,1,1
"228,671",3,1,5
"228,686",3,1,3
"228,738",4,1,1
"228,848",3,1,1
"229,160",4,1,1
"229,303",4,1,1
"229,459",4,1,2
"229,589",3,1,1
"229,607",4,1,1
"229,964",3,1,5
"230,289",4,1,2
"230,476",4,1,1
"231,144",4,1,1
"231,314",4,1,1
"232,151",3,1,1
"232,184",4,1,1
"232,498",3,1,1
"232,560",4,1,1
"232,804",4,1,1
"233,226",4,1,1
"233,410",4,1,8
"233,721",4,1,4
"234,318",4,1,3
"234,721",4,1,1
"234,760",4,1,4
"234,763",4,1,1
"234,884",3,1,3
"234,884",4,1,1
"235,261",4,1,1
"235,359",4,1,1
"235,361",3,1,2
"235,666",3,1,1
"235,988",3,1,1
"235,988",4,1,1
"236,235",4,1,1
"236,785",3,1,9
"237,161",4,1,1
"237,317",4,1,1
"237,319",3,1,1
"237,453",4,1,1
"237,483",4,1,1
"238,332",3,1,1
"238,363",4,1,1
"238,364",3,1,1
"238,364",4,1,1
"238,368",3,1,1
"238,562",3,1,3
"238,562",4,1,2
"238,756",3,1,2
"238,756",4,1,3
"238,994",4,1,3
"239,088",4,1,1
"239,571",4,1,1
"239,831",4,1,1
"240,100",4,1,1
"240,250",3,1,1
"240,707",3,1,1
"240,710",4,1,1
"240,936",3,1,1
"241,165",3,1,1
"241,293",4,1,5
"242,124",4,1,1
"242,278",4,1,6
"242,736",4,1,1
"242,778",4,1,1
"243,357",4,1,1
"243,501",4,1,1
"244,177",3,1,2
"244,177",4,1,1
"244,401",3,1,1
"244,500",3,1,1
"244,724",4,1,1
"244,991",4,1,1
"245,015",3,1,1
"245,527",4,1,1
"245,673",4,1,1
"246,225",4,1,3
"246,242",4,1,1
"246,495",4,1,1
"246,657",4,1,2
"246,824",4,1,1
"246,830",4,1,2
"246,954",4,1,2
"247,487",4,1,2
"247,704",4,1,1
"247,705",4,1,1
"247,800",3,1,1
"247,800",4,1,1
"248,259",3,1,1
"248,349",4,1,1
"248,354",4,1,1
"248,531",4,1,1
"248,843",3,1,1
"248,906",4,1,1
"249,457",4,1,1
"249,585",4,1,1
"249,589",3,1,1
"249,589",4,1,1
"249,842",3,1,1
"249,864",4,1,5
"249,931",4,1,1
"249,977",3,1,2
"249,977",4,1,1
"250,831",4,1,1
"250,941",4,1,2
"251,624",4,1,1
"251,691",4,1,10
"252,126",3,1,1
"252,126",4,1,8
"252,694",4,1,1
"252,740",3,1,1
"252,740",4,1,2
"253,060",3,1,2
"253,263",4,1,2
"253,828",3,1,11
"253,830",4,1,1
"254,714",4,1,3
"254,723",3,1,37
"254,723",4,1,179
"254,754",4,1,1
"254,860",4,1,1
"254,871",4,1,1
"255,245",4,1,1
"255,649",3,1,1
"255,914",4,1,1
"256,104",4,1,1
"256,137",4,1,1
"256,145",4,1,1
"256,260",4,1,1
"256,367",3,1,2
"256,367",4,1,1
"256,376",3,1,12
"256,376",4,1,10
"256,461",4,1,2
"257,155",3,1,1
"257,287",4,1,1
"257,705",4,1,1
"257,706",4,1,1
"258,062",3,1,1
"258,065",3,1,2
"258,086",4,1,1
"258,102",4,1,1
"258,617",4,1,1
"258,655",4,1,1
"258,767",3,1,5
"258,767",4,1,11
"259,115",4,1,1
"259,285",4,1,1
"259,325",4,1,1
"259,476",4,1,2
"259,559",4,1,1
"259,564",4,1,1
"259,572",4,1,2
"259,577",4,1,1
"259,677",4,1,11
"259,904",4,1,1
"259,999",4,1,1
"260,079",3,1,1
"260,079",4,1,1
"260,560",4,1,2
"260,997",3,1,1
"260,997",4,1,1
"261,003",3,1,1
"261,110",4,1,1
"261,450",3,1,1
"261,450",4,1,1
"262,216",3,1,1
"262,736",4,1,1
"263,058",4,1,1
"263,155",4,1,1
"263,471",3,1,7
"263,679",4,1,1
"263,769",4,1,1
"263,910",4,1,1
"263,943",3,1,1
"264,301",4,1,1
"264,337",4,1,2
"264,352",4,1,1
"264,511",4,1,2
"264,827",4,1,1
"264,857",3,1,1
"264,869",4,1,1
"264,918",4,1,1
"264,933",4,1,1
"265,127",4,1,1
"265,368",3,1,1
"265,410",3,1,1
"265,492",4,1,3
"265,523",4,1,1
"265,630",3,1,2
"265,815",4,1,1
"266,324",3,1,1
"266,324",4,1,1
"266,498",4,1,1
"266,504",3,1,1
"266,525",3,1,1
"266,608",4,1,1
"266,854",4,1,4
"267,004",4,1,1
"267,006",3,1,5
"267,136",4,1,1
"267,163",4,1,1
"267,314",3,1,1
"267,332",4,1,1
"267,336",4,1,1
"267,378",4,1,1
"267,436",4,1,1
"267,494",3,1,1
"267,494",4,1,1
"267,521",4,1,2
"267,545",4,1,27
"267,711",4,1,1
"267,722",4,1,1
"267,784",3,1,25
"267,793",3,1,2
"267,950",3,1,3
"267,951",4,1,2
"268,003",4,1,1
"268,004",4,1,1
"268,006",3,1,1
"268,006",4,1,1
"268,023",2,1,1
"268,023",4,1,1
"268,056",4,1,1
"268,075",4,1,1
"268,218",3,1,1
"268,218",4,1,1
"268,223",4,1,1
"268,226",4,1,1
"268,324",4,1,96
"268,396",3,1,1
"268,396",4,1,4
"268,409",3,1,1
"268,419",4,1,1
"268,451",4,1,1
"268,484",4,1,2
"268,534",4,1,45
"268,548",3,1,1
"268,831",4,1,1
"268,864",3,1,1
"268,992",4,1,1
"269,006",4,1,1
"269,165",4,1,1
"269,203",3,1,8
"269,203",4,1,1
"269,242",3,1,1
"269,302",4,1,1
"269,390",4,1,1
"269,405",3,1,1
"269,481",4,1,2
"269,590",4,1,1
"269,696",3,1,1
"270,016",3,1,1
"270,046",3,1,1
"270,403",3,1,1
"270,511",4,1,3
"270,556",3,1,1
"270,601",4,1,1
"270,604",4,1,1
"270,631",3,1,3
"270,631",4,1,1
"270,829",3,1,3
"270,837",4,1,2
"270,842",3,1,1
"270,978",3,1,4
"271,110",4,1,1
"271,148",3,1,1
"271,148",4,1,1
"271,154",4,1,1
"271,200",4,1,1
"271,309",3,1,1
"271,378",4,1,1
"271,476",4,1,2
"271,625",3,1,1
"271,671",3,1,2
"271,671",4,1,10
"271,791",4,1,2
"271,811",4,1,1
"271,923",3,1,1
"272,003",3,1,1
"272,113",4,1,1
"272,125",3,1,1
"272,125",4,1,2
"272,350",4,1,1
"272,413",3,1,1
"272,672",4,1,1
"272,711",4,1,1
"272,771",4,1,1
"272,942",4,1,1
"273,016",4,1,1
"273,033",3,1,2
"273,033",4,1,7
"273,059",3,1,1
"273,171",4,1,1
"273,432",4,1,1
"273,486",3,1,1
"273,486",4,1,4
"273,520",3,1,1
"273,636",3,1,1
"273,703",4,1,1
"273,704",4,1,2
"273,716",3,1,1
"273,720",3,1,1
"274,066",4,1,2
"274,077",4,1,3
"274,083",3,1,1
"274,142",4,1,2
"274,194",3,1,1
"274,212",4,1,1
"274,368",4,1,1
"274,376",4,1,2
"274,377",4,1,2
"274,381",3,1,1
"274,417",4,1,2
"274,548",3,1,1
"274,565",3,1,2
"274,566",4,1,1
"274,582",3,1,1
"274,595",3,1,1
"274,595",4,1,1
"274,607",3,1,1
"274,609",4,1,1
"274,674",4,1,1
"274,769",3,1,2
"274,779",4,1,1
"274,828",4,1,1
"274,885",4,1,2
"274,944",4,1,1
"275,055",4,1,2
"275,058",4,1,1
"275,062",4,1,7
"275,167",3,1,5
"275,167",4,1,2
"275,168",4,1,1
"275,175",4,1,1
"275,269",3,1,1
"275,594",4,1,1
"275,610",3,1,1
"275,615",4,1,1
"275,671",4,1,1
"275,683",4,1,4
"275,685",4,1,1
"275,697",3,1,2
"275,697",4,1,1
"275,727",3,1,1
"275,731",4,1,1
"275,736",4,1,2
"275,833",4,1,1
"275,841",4,1,1
"275,844",4,1,1
"276,049",4,1,1
"276,084",4,1,16
"276,194",4,1,1
"276,279",4,1,1
"276,341",4,1,1
"276,406",4,1,1
"276,531",4,1,1
"276,541",4,1,13
"276,548",4,1,1
"276,594",3,1,1
"276,754",3,1,1
"277,030",3,1,1
"277,045",4,1,1
"277,087",4,1,2
"277,223",3,1,8
"277,427",4,1,2
"277,554",4,1,1
"277,628",4,1,3
"277,973",4,1,1
"277,979",4,1,1
"278,105",4,1,1
"278,163",4,1,2
"278,212",4,1,1
"278,218",4,1,2
"278,230",4,1,1
"278,452",4,1,1
"278,612",3,1,1
"278,801",4,1,14
"278,900",4,1,1
"278,920",4,1,1
"278,937",4,1,3
"278,944",4,1,1
"279,193",3,1,7
"279,572",4,1,1
"279,779",4,1,1
"279,819",4,1,1
"279,830",4,1,1
"279,872",3,1,1
"279,878",4,1,1
"279,895",4,1,3
"279,912",4,1,1
"279,974",3,1,3
"280,130",4,1,1
"280,132",4,1,1
"280,135",3,1,8
"280,181",4,1,1
"280,299",4,1,1
"280,390",3,1,11
"280,390",4,1,9
"280,391",3,1,1
"280,395",4,1,1
"280,998",4,1,1
"281,087",4,1,1
"281,200",3,1,1
"281,203",3,1,1
"281,219",4,1,1
"281,225",3,1,1
"281,236",4,1,1
"281,256",4,1,1
"281,562",4,1,1
"281,943",4,1,1
"282,066",4,1,1
"282,106",3,1,1
"282,243",3,1,5
"282,243",4,1,2
"282,336",3,1,10
"282,475",4,1,1
"282,480",4,1,1
"282,564",4,1,1
"282,579",4,1,1
"282,582",3,1,1
"282,582",4,1,4
"282,627",4,1,3
"282,684",4,1,1
"282,793",3,1,1
"282,799",4,1,1
"282,903",3,1,1
"282,903",4,1,1
"282,907",3,1,1
"282,939",4,1,36
"283,005",4,1,1
"283,056",4,1,5
"283,087",4,1,1
"283,096",4,1,1
"283,117",3,1,1
"283,151",4,1,2
"283,158",4,1,1
"283,167",4,1,21
"283,174",4,1,22
"283,199",3,1,1
"283,261",4,1,1
"283,291",4,1,1
"283,292",3,1,1
"283,292",4,1,6
"283,336",3,1,1
"283,347",4,1,1
"283,384",4,1,1
"283,837",4,1,1
"284,040",4,1,1
"284,380",4,1,5
"284,953",3,1,1
"285,123",3,1,10
"285,140",4,1,1
"285,147",4,1,1
"285,186",3,1,1
"285,250",3,1,1
"285,250",4,1,1
"285,273",4,1,15
"285,478",3,1,12
"285,478",4,1,32
"285,570",3,1,4
"285,570",4,1,5
"285,584",4,1,1
"285,648",4,1,1
"285,742",4,1,1
"286,004",4,1,1
"286,056",3,1,1
"286,084",4,1,1
"286,088",3,1,1
"286,270",3,1,5
"286,890",4,1,1
"286,974",4,1,1
"287,059",4,1,2
"287,082",3,1,3
"287,082",4,1,1
"287,128",4,1,1
"287,347",4,1,1
"287,382",4,1,9
"287,538",3,1,1
"287,574",3,1,1
"287,574",4,1,1
"287,605",3,1,1
"287,645",3,1,1
"287,907",4,1,1
"287,908",3,1,1
"287,919",4,1,1
"287,942",4,1,1
"288,023",4,1,1
"288,061",4,1,3
"288,064",4,1,14
"288,072",4,1,1
"288,142",4,1,1
"288,184",3,1,1
"288,269",4,1,1
"288,304",4,1,1
"288,308",4,1,1
"288,347",4,1,2
"288,373",3,1,1
"288,373",4,1,1
"288,541",4,1,1
"288,548",4,1,1
"288,554",4,1,1
"288,568",4,1,5
"288,589",3,1,1
"288,698",3,1,2
"288,730",4,1,1
"288,747",4,1,1
"288,761",4,1,1
"288,767",4,1,1
"288,787",3,1,1
"288,882",4,1,1
"289,084",4,1,1
"289,261",3,1,2
"289,262",4,1,1
"289,270",4,1,1
"289,307",4,1,3
"289,319",3,1,1
"289,425",3,1,1
"289,462",3,1,1
"289,502",3,1,1
"289,584",3,1,1
"289,682",4,1,1
"289,717",4,1,1
"289,771",3,1,2
"289,835",4,1,1
"289,857",4,1,1
"289,873",3,1,1
"289,965",4,1,3
"289,985",3,1,1
"289,985",4,1,1
"290,028",3,1,1
"290,088",4,1,1
"290,173",3,1,2
"290,219",4,1,7
"290,220",3,1,18
"290,281",4,1,2
"290,367",4,1,1
"290,482",3,1,1
"290,664",4,1,1
"290,702",4,1,1
"290,734",4,1,1
"290,753",4,1,1
"290,849",4,1,1
"290,889",4,1,1
"290,926",4,1,1
"291,022",3,1,1
"291,142",4,1,1
"291,201",3,1,4
"291,346",4,1,1
"291,465",3,1,1
"291,465",4,1,1
"291,485",4,1,1
"291,510",4,1,1
"291,538",4,1,1
"291,543",3,1,1
"291,543",4,1,1
"291,558",3,1,6
"291,593",4,1,1
"291,594",4,1,5
"291,663",3,1,1
"291,680",4,1,1
"291,735",4,1,1
"291,902",4,1,2
"292,083",3,1,1
"292,092",4,1,3
"292,096",4,1,2
"292,108",3,1,1
"292,108",4,1,1
"292,117",3,1,1
"292,225",4,1,1
"292,232",4,1,1
"292,244",4,1,3
"292,341",4,1,1
"292,442",4,1,1
"292,453",4,1,1
"292,478",3,1,1
"292,479",4,1,3
"292,956",4,1,6
"293,150",4,1,1
"293,205",3,1,1
"293,279",3,1,1
"293,699",4,1,1
