VID,"videoInfo.videoError: Descending","Unique count of vid",errors
"365,513",3,1,1
"365,519",4,1,2
"365,534",3,1,1
"365,534",4,1,2
"365,574",3,1,1
"365,594",3,1,1
"365,594",4,1,14
"365,605",4,1,1
"365,765",3,1,1
"365,772",4,1,1
"365,782",4,1,1
"365,786",4,1,2
"365,816",4,1,3
"365,826",4,1,1
"365,855",3,1,1
"365,875",4,1,1
"365,943",4,1,1
"366,000",4,1,1
"366,014",4,1,2
"366,027",4,1,1
"366,084",4,1,1
"366,092",4,1,24
"366,119",4,1,1
"366,161",3,1,2
"366,161",4,1,8
"366,162",4,1,1
"366,166",3,1,1
"366,167",3,1,1
"366,230",4,1,2
"366,236",3,1,1
"366,246",4,1,1
"366,260",3,1,2
"366,345",4,1,1
"366,389",3,1,1
"366,397",4,1,2
"366,515",4,1,1
"366,539",4,1,1
"366,625",4,1,1
"366,645",4,1,1
"366,782",3,1,1
"366,782",4,1,1
"367,167",4,1,1
"367,168",4,1,1
"367,175",4,1,4
"367,276",4,1,1
"367,283",4,1,1
"367,309",4,1,1
"367,534",4,1,5
"367,596",4,1,1
"367,607",3,1,5
"367,607",4,1,3
"367,630",4,1,1
"367,914",4,1,1
"368,015",4,1,1
"368,039",3,1,1
"368,039",4,1,1
"368,061",3,1,1
"368,091",4,1,1
"368,131",3,1,2
"368,131",4,1,2
"368,184",4,1,1
"368,187",4,1,1
"368,284",4,1,1
"368,311",3,1,1
"368,380",4,1,1
"368,387",4,1,1
"368,426",4,1,1
"368,442",4,1,1
"368,459",4,1,1
"368,485",3,1,1
"368,485",4,1,1
"368,490",3,1,1
"368,534",4,1,8
"368,615",3,1,1
"368,661",3,1,1
"368,677",4,1,1
"368,705",3,1,1
"368,746",3,1,1
"368,750",3,1,1
"368,777",4,1,1
"368,788",3,1,6
"368,788",4,1,8
"368,794",4,1,1
"368,822",3,1,1
"368,822",4,1,1
"368,854",3,1,1
"368,874",4,1,1
"369,038",4,1,1
"369,107",4,1,1
"369,173",4,1,1
"369,204",3,1,1
"369,304",3,1,1
"369,349",4,1,2
"369,379",4,1,1
"369,429",3,1,1
"369,460",4,1,1
"369,471",4,1,1
"369,474",3,1,1
"369,474",4,1,1
"369,517",3,1,1
"369,518",4,1,1
"369,534",3,1,1
"369,540",4,1,1
"369,560",3,1,1
"369,579",4,1,1
"369,582",4,1,1
"369,593",4,1,1
"369,649",4,1,2
"369,701",4,1,1
"369,748",4,1,1
"369,752",4,1,1
"369,775",4,1,2
"369,815",4,1,1
"369,969",4,1,1
"370,011",3,1,1
"370,012",4,1,1
"370,039",4,1,1
"370,057",3,1,1
"370,057",4,1,1
"370,074",3,1,2
"370,112",3,1,1
"370,189",3,1,1
"370,231",4,1,1
"370,248",4,1,1
"370,286",3,1,2
"370,358",4,1,2
"370,415",4,1,1
"370,446",4,1,5
"370,448",3,1,1
"370,468",3,1,1
"370,468",4,1,1
"370,477",3,1,1
"370,519",4,1,1
"370,525",4,1,1
"370,542",3,1,9
"370,542",4,1,1
"370,598",4,1,2
"370,626",2,1,1
"370,626",4,1,1
"370,633",3,1,1
"370,709",3,1,1
"370,733",3,1,1
"370,733",4,1,2
"370,743",4,1,1
"370,850",4,1,1
"370,856",3,1,1
"370,856",4,1,3
"370,874",4,1,2
"371,034",3,1,1
"371,082",4,1,2
"371,099",3,1,1
"371,145",3,1,1
"371,225",4,1,1
"371,267",4,1,1
"371,284",4,1,1
"371,306",4,1,1
"371,381",4,1,1
"371,399",4,1,1
"371,400",3,1,1
"371,439",4,1,1
"371,543",3,1,5
"371,543",4,1,2
"371,596",4,1,1
"371,658",4,1,1
"371,665",4,1,1
"371,675",4,1,1
"371,723",4,1,1
"371,728",4,1,1
"371,793",4,1,1
"371,805",3,1,2
"371,805",4,1,1
"371,879",4,1,1
"371,880",4,1,1
"371,884",3,1,1
"371,889",4,1,1
"371,941",4,1,2
"371,971",4,1,2
"372,041",3,1,1
"372,154",3,1,1
"372,194",3,1,4
"372,203",3,1,1
"372,224",4,1,1
"372,309",4,1,1
"372,319",4,1,1
"372,330",3,1,1
"372,369",4,1,1
"372,370",4,1,1
"372,470",4,1,1
"372,480",4,1,3
"372,482",4,1,1
"372,499",3,1,1
"372,499",4,1,2
"372,511",4,1,1
"372,535",4,1,1
"372,547",4,1,1
"372,597",4,1,1
"372,610",3,1,1
"372,612",4,1,1
"372,613",4,1,1
"372,615",3,1,1
"372,615",4,1,1
"372,651",4,1,1
"372,677",4,1,1
"372,685",3,1,2
"372,701",4,1,1
"372,712",4,1,1
"372,713",3,1,2
"372,713",4,1,1
"372,772",4,1,1
"372,813",4,1,1
"372,817",4,1,1
"372,824",4,1,1
"372,899",4,1,1
"372,911",4,1,1
"372,918",3,1,1
"372,918",4,1,1
"372,926",4,1,1
"372,969",4,1,1
"372,973",4,1,1
"373,116",3,1,1
"373,152",4,1,3
"373,160",4,1,4
"373,195",3,1,1
"373,207",3,1,1
"373,238",3,1,1
"373,253",4,1,1
"373,270",3,1,1
"373,270",4,1,7
"373,383",4,1,2
"373,453",4,1,1
"373,486",4,1,1
"373,513",3,1,1
"373,527",4,1,2
"373,532",4,1,3
"373,572",3,1,3
"373,572",4,1,3
"373,580",4,1,10
"373,583",4,1,1
"373,594",4,1,1
"373,645",3,1,1
"373,659",3,1,7
"373,684",4,1,2
"373,693",4,1,1
"373,739",3,1,2
"373,760",3,1,2
"373,858",4,1,2
"373,868",4,1,1
"373,979",4,1,1
"373,999",3,1,1
"374,011",4,1,1
"374,040",4,1,1
"374,080",4,1,2
"374,132",4,1,1
"374,175",4,1,1
"374,182",4,1,1
"374,187",3,1,1
"374,188",3,1,4
"374,223",3,1,1
"374,227",4,1,1
"374,234",4,1,1
"374,236",4,1,1
"374,288",4,1,1
"374,296",4,1,2
"374,330",3,1,1
"374,389",3,1,1
"374,393",4,1,2
"374,427",4,1,1
"374,455",4,1,2
"374,484",3,1,1
"374,509",4,1,1
"374,515",4,1,1
"374,601",4,1,1
"374,607",4,1,1
"374,700",3,1,1
"374,710",3,1,2
"374,796",3,1,1
"374,800",3,1,1
"374,800",4,1,11
"374,853",3,1,1
"374,899",4,1,6
"374,921",3,1,2
"374,921",4,1,1
"374,936",4,1,1
"374,943",4,1,1
"374,955",4,1,1
"374,973",3,1,1
"375,052",4,1,1
"375,079",4,1,1
"375,119",4,1,1
"375,135",3,1,1
"375,135",4,1,1
"375,160",3,1,1
"375,160",4,1,1
"375,235",3,1,1
"375,248",3,1,1
"375,265",3,1,1
"375,265",4,1,1
"375,341",3,1,1
"375,341",4,1,26
"375,374",4,1,2
"375,426",4,1,1
"375,443",4,1,1
"375,448",4,1,5
"375,462",3,1,2
"375,462",4,1,2
"375,501",3,1,1
"375,512",4,1,1
"375,617",3,1,1
"375,641",4,1,1
"375,654",4,1,1
"375,655",4,1,1
"375,695",4,1,1
"375,777",4,1,1
"375,847",4,1,1
"375,862",3,1,1
"375,862",4,1,1
"375,889",4,1,4
"375,937",4,1,12
"375,959",3,1,1
"375,959",4,1,1
"375,961",4,1,1
"375,990",4,1,4
"375,998",4,1,3
"376,018",4,1,1
"376,094",4,1,1
"376,122",3,1,1
"376,122",4,1,1
"376,132",4,1,1
"376,133",4,1,1
"376,163",3,1,1
"376,163",4,1,1
"376,207",3,1,4
"376,229",3,1,1
"376,245",4,1,1
"376,247",3,1,1
"376,268",4,1,1
"376,296",4,1,20
"376,299",3,1,1
"376,309",4,1,1
"376,338",4,1,2
"376,373",4,1,1
"376,400",4,1,1
"376,459",4,1,1
"376,468",4,1,1
"376,504",3,1,1
"376,510",3,1,1
"376,538",4,1,2
"376,560",4,1,1
"376,561",3,1,1
"376,734",4,1,1
"376,740",4,1,1
"376,762",3,1,1
"376,809",4,1,5
"376,814",2,1,1
"376,814",4,1,3
"376,918",4,1,1
"376,927",4,1,1
"377,025",3,1,1
"377,025",4,1,1
"377,063",4,1,1
"377,079",4,1,2
"377,099",4,1,1
"377,108",4,1,1
"377,129",4,1,1
"377,137",4,1,1
"377,140",4,1,1
"377,145",4,1,5
"377,152",4,1,1
"377,155",4,1,1
"377,175",3,1,1
"377,180",4,1,1
"377,239",4,1,3
"377,251",4,1,1
"377,275",2,1,1
"377,275",3,1,1
"377,275",4,1,3
"377,310",3,1,1
"377,318",4,1,3
"377,328",4,1,1
"377,337",4,1,2
"377,346",4,1,4
"377,348",4,1,1
"377,372",4,1,1
"377,481",3,1,1
"377,484",4,1,1
"377,513",4,1,1
"377,545",4,1,1
"377,549",4,1,14
"377,569",4,1,11
"377,593",3,1,1
"377,610",4,1,1
"377,624",4,1,1
"377,628",3,1,1
"377,633",4,1,1
"377,634",4,1,1
"377,643",4,1,1
"377,675",3,1,1
"377,693",4,1,1
"377,718",4,1,1
"377,731",4,1,1
"377,738",4,1,1
"377,765",4,1,1
"377,770",4,1,5
"377,786",3,1,2
"377,793",4,1,2
"377,816",3,1,1
"377,837",4,1,1
"377,843",4,1,2
"377,865",4,1,1
"377,957",3,1,6
"377,961",4,1,4
"377,969",4,1,1
"378,006",3,1,4
"378,006",4,1,11
"378,007",4,1,1
"378,025",4,1,10
"378,045",3,1,1
"378,045",4,1,4
"378,084",3,1,1
"378,097",3,1,1
"378,127",4,1,1
"378,177",3,1,2
"378,177",4,1,9
"378,185",4,1,1
"378,450",4,1,1
"378,480",4,1,1
"378,523",3,1,1
"378,523",4,1,2
"378,620",3,1,1
"378,661",4,1,3
"378,790",4,1,1
"378,803",4,1,1
"378,806",3,1,1
"378,806",4,1,1
"378,813",4,1,1
"378,849",4,1,1
"378,860",3,1,1
"378,860",4,1,3
"378,886",3,1,2
"378,941",3,1,1
"378,943",4,1,1
"378,946",3,1,1
"378,952",3,1,1
"379,015",4,1,1
"379,024",4,1,2
"379,118",3,1,1
"379,125",4,1,1
